21974	13069
14218	8389
6568	10521
9013	7043
18861	20023
6040	1734
6278	4531
6152	11774
1047	1772
14725	6850
2514	5294
14349	20334
1660	18968
14965	22552
6999	3510
14296	6178
154	10765
22812	14518
15302	13277
8679	18659
4402	178
15085	8324
9495	3003
13443	12126
14544	15325
13053	4801
16649	2919
568	13788
4320	16583
14577	2441
18584	2345
9889	20835
6180	3592
22895	13240
14822	19241
22751	1972
12613	1496
13749	20719
22926	11772
8948	13572
14592	2914
7479	2807
4230	8180
13796	22228
6604	18822
8776	1222
8756	16785
9028	15029
11108	13116
950	9544
6805	7966
21214	22190
5812	3546
4375	14196
8652	15681
7399	18504
18648	18171
8034	10384
10734	5735
18056	7679
18785	22606
14652	22563
12492	1327
10139	23053
11980	13984
6901	9367
12964	10182
8795	4066
11768	515
9431	14106
9259	10616
12323	7907
8438	9686
19272	15527
5537	5943
21725	20046
5548	17621
9507	7685
16561	12847
13675	10166
10736	10103
1274	17346
2524	2174
2723	5767
13284	1650
10926	20026
21143	11935
18847	20609
7846	12376
5402	22872
1576	14678
19676	17458
7627	14732
22458	19789
12035	2148
20128	16801
15144	2622
10245	11182
20684	1972
14326	11035
16948	15363
2113	5434
11865	15700
8044	2188
2976	13945
18405	6119
20056	18618
9113	19435
1993	18349
13939	13780
13235	17599
12357	15381
11131	2122
13447	23117
13754	5332
9862	1968
1883	9294
14655	3747
22538	21596
14276	13550
1599	3119
5917	21409
6105	8628
8846	3980
8532	20594
20928	238
21937	22130
14444	13134
13770	2832
16965	606
6358	22283
17394	12797
22036	10997
11028	7255
21390	16484
5743	18977
9463	1855
13805	20731
13947	435
16273	1961
19809	28
11057	21956
21850	21572
2682	1955
20870	9278
3475	6287
3550	9844
2129	4223
14857	20069
6239	2562
3376	831
8842	4396
11686	7605
863	18138
21694	11418
20715	13312
3633	8566
14128	14941
22123	19637
16635	9897
5379	2643
14393	3346
6578	7131
20021	2543
1342	7226
11559	4797
2486	18231
5319	18807
9607	9339
1741	22958
8166	12865
8315	12207
4309	11185
15742	6997
6308	9872
22412	21618
15900	12309
18716	15914
21096	7877
6369	19947
3819	18905
4637	4076
22520	14735
4392	22739
15244	4276
5274	21666
10114	15155
16812	15020
13571	6513
13818	19222
3644	15117
5391	3003
2373	6811
2947	15943
17293	19265
8313	15894
2771	15717
20144	8369
20001	9781
10166	5896
16437	16836
20852	7143
2400	14269
22223	10957
13845	11596
1794	14459
6371	5848
20161	4751
10	2370
7034	22407
14326	13397
12669	12195
17396	145
14532	15717
13023	14413
4141	13829
10187	19955
20564	13277
10948	3838
19221	13174
4512	3384
12581	17451
5616	13270
12450	17934
1765	20295
10407	21392
21392	2519
16997	12864
14614	14968
14153	3239
3506	3640
16656	10319
22969	3957
5518	20282
7617	18419
22103	810
12049	14557
15972	6654
4922	5884
9665	19442
15928	12771
18822	11371
10296	20248
16253	10087
17074	5355
7925	14127
8119	11840
574	15486
9316	11337
19106	8097
6478	13800
18689	12912
4831	17258
998	3921
11218	16507
6276	14605
17491	9026
3490	21200
19822	2036
15067	18454
11798	12063
22233	18195
1345	17965
1720	14644
295	21147
2181	19957
12929	20362
4177	10991
3740	10236
12882	22236
15964	7301
1146	17755
23075	4137
18056	2015
11753	11539
15073	21093
14403	19578
14995	17238
20329	7852
22485	10687
7973	20659
17371	18127
17071	21807
943	9475
4916	1881
3675	6027
20254	14094
7755	12071
3161	15605
17931	973
5165	5776
18963	21536
12920	10985
20311	18950
12801	17709
3523	22787
20657	6755
14081	8573
13465	10519
17683	21223
1735	15652
6293	6799
507	7982
16472	5798
17585	686
11895	2331
15894	22531
456	18782
22727	17925
9921	5394
9614	14511
21450	7330
2747	11427
9500	4583
