12527	1187
7321	21870
551	3635
7765	7766
2305	8153
10918	18900
15841	3756
7260	12734
144	6694
1567	310
14316	8143
7238	143
13636	10104
18918	528
13032	541
19222	14525
9642	4743
6805	261
5000	127
6617	7380
1582	15113
6873	11507
9600	13377
21837	878
15797	19672
19142	1175
2552	2553
3796	5094
10286	1812
3463	19406
16161	16162
10282	4322
8599	1145
19119	1191
3771	311
7303	7304
1914	1707
7344	5615
5315	12189
6941	3690
9224	8552
11012	2855
2139	1825
10678	1289
15473	11065
21225	1438
17053	20880
660	4867
1849	531
12583	15590
161	982
15679	553
7377	2530
9173	858
6289	502
96	11884
10060	5791
13429	5438
2226	10088
16211	599
2348	2349
8130	3676
3302	398
15547	784
5722	5723
5993	5994
11712	7753
9990	2958
17080	3613
3393	3145
15843	553
19354	13085
10744	10745
5180	4393
2105	3503
3082	11362
952	1080
21458	1208
1886	1887
3360	11306
10160	2588
11915	5079
18195	267
10686	8296
509	510
22174	6259
8055	6134
2230	17912
19063	2706
9386	4133
9694	2034
18985	571
19177	10163
10115	2064
14771	22039
6217	575
12368	1799
3075	5845
14990	2155
5865	18617
11680	15920
21137	1917
14977	6831
3728	748
3757	5650
9385	875
16169	2766
3423	112
13426	3581
7474	14840
3980	969
18210	17140
4613	3356
15046	8099
10338	12285
1477	6162
1513	5819
14116	3469
673	1641
4757	1011
2413	19847
15932	5455
17991	13053
11207	5500
10190	6156
13576	1246
3912	19874
14291	3443
641	12656
11197	7441
1491	1492
1787	322
7291	4179
4261	2500
17556	1232
12177	2739
8108	1957
8486	7767
10334	6285
20927	4335
9480	18424
3758	1098
5105	7736
12249	10162
1769	2375
2360	10922
5394	5395
4816	1217
10411	3472
14814	13202
18917	11124
16362	5574
15117	18838
13347	8899
6820	21159
4758	1212
11705	10449
11759	886
13369	10378
8768	8769
14630	12334
15568	51
633	2750
13186	5009
1836	7919
16686	6802
3105	13900
18146	19733
5719	1371
4800	3316
4932	4933
6591	1300
9180	12096
9925	5834
6090	3004
12738	7478
3942	4194
6347	4323
4523	3947
16686	1325
10008	4556
858	774
161	1600
5334	16432
14684	6504
6294	12044
1931	2679
3966	3275
10354	8576
13690	5831
16393	699
13841	6000
9250	4325
6855	11330
13268	2166
15463	6427
6435	4328
20304	9940
2482	13520
4175	10969
16960	16961
3877	9060
7363	1156
21876	646
15649	366
5747	921
2019	8511
9197	7323
8503	7666
160	9834
4367	5662
8501	11003
8052	5515
12331	7073
14563	13690
3448	1191
5270	740
21387	3114
8124	2385
11747	11748
12532	189
6960	7717
8620	5218
12708	3798
8780	4941
11916	5518
6472	1712
14504	436
9288	9289
3643	12397
5972	13440
12115	251
2543	12052
3245	5154
3627	3004
18993	5187
15963	7480
7656	4387
16861	8630
4862	1295
8320	1923
3872	6972
4557	659
19291	12199
13340	483
4989	18783
11708	277
8061	21819
1016	5631
11814	11815
21014	4572
16948	7471
11607	2854
299	5990
1569	2582
10499	17143
21836	6077
18569	321
6330	6331
4983	659
10855	4912
2388	406
12558	3049
16157	12018
17893	7097
431	632
2375	1864
8669	922
3206	1792
638	12222
10886	3444
10804	14931
2804	1223
11814	13104
741	2551
278	575
4457	8133
13881	406
19915	291
10549	1580
1552	4456
6215	1281
10019	2546
4029	12567
3131	5001
20392	3828
149	1858
2681	12120
15727	1480
2764	1043
6465	1429
7889	10731
7695	1066
13646	12028
5741	13641
18687	1831
11003	1935
17773	1676
6384	7102
11910	10718
2786	1741
4768	3457
2662	4149
5913	19760
2493	930
5027	8821
11730	170
9147	10322
6170	20355
14820	402
4140	855
16966	13072
7312	7313
4814	2297
9428	15445
10554	4933
21493	1900
12594	5873
13827	12197
17911	22147
10792	3004
14188	9170
17430	2626
21450	21451
4847	1656
3174	1449
18416	11702
12623	1326
1828	1829
10405	5749
19009	12970
16108	10947
6862	287
17075	3566
11034	6674
4153	13518
18298	8448
139	2809
435	1639
11228	309
10187	1325
11995	11556
9908	1910
935	1962
13844	15934
15966	15967
4611	1537
9920	17196
7379	7380
3016	2179
21284	19819
9521	4655
11112	3517
3655	7764
6923	21100
10468	8141
1927	1434
19917	1602
21054	7464
12650	18024
5582	6548
11669	6259
21767	6582
12500	6187
9958	11422
3779	18538
9093	3804
3129	12794
17447	1236
15839	14448
8317	550
10191	1043
5798	5799
17869	1868
8115	3075
6033	189
4634	743
14320	18091
15243	4776
13173	5125
1433	1434
13243	3612
349	5032
20730	7875
314	315
3223	10335
15571	15572
19749	6498
9422	6315
8585	21656
7161	5184
16288	18596
8706	483
