9435	4292
9841	5734
7007	769
6850	7201
6874	7595
1189	5612
771	2655
528	10067
11383	10369
958	8897
9332	6796
6027	7164
1364	3923
10140	11436
2019	5315
5689	4136
1574	4672
2635	336
200	6222
6642	1960
4035	7554
10222	4271
8795	9193
1194	1418
1505	9416
8169	4035
2718	6228
1909	10031
2625	3031
5075	4623
1408	3067
3273	4006
3116	10438
11423	6361
10934	3164
3437	8544
5385	8986
1135	1188
9194	4179
1584	4986
8070	6658
3495	6270
8006	4953
6505	11646
8625	4436
4915	9222
4454	1657
7217	7910
3390	4941
1060	8369
4412	2185
121	4185
6129	10019
10105	11576
6124	3259
2414	875
9609	7962
2701	4315
9074	4420
9015	7223
6212	8741
4493	9879
4684	7195
1790	8595
10597	9005
7694	6155
11178	1588
4053	158
1726	8021
4377	9115
1199	10756
499	9621
10340	11042
11152	10166
717	4596
1682	552
2458	773
2497	6363
1781	11111
4773	6082
10740	4745
1456	4935
8152	10389
10141	10832
6779	3496
648	10094
3392	11379
3392	4963
3638	1986
10432	3811
888	2384
9554	4067
11316	7537
9674	8333
11357	1122
10667	675
2456	296
11475	11731
11666	1877
957	7816
10790	11628
10386	433
3916	6811
7703	6217
2378	4577
3291	343
447	1860
4805	4465
9321	9908
8504	1018
9914	11176
3309	5086
8316	1721
666	3853
2259	6548
9413	48
6703	4009
507	9458
3160	4963
5763	9049
1121	4433
443	1337
7819	4298
2745	25
4820	1740
9651	2845
2493	5439
6595	3163
10058	10551
2243	10926
9189	8641
11279	11388
5321	3419
6282	1885
1027	8154
10604	4833
7276	9913
4724	8044
11068	3247
8652	1239
2327	10250
11482	2298
2578	1201
4818	1263
3794	8110
7653	2666
11318	389
6116	9702
7807	6516
10424	2364
2633	11461
9443	11567
11724	11630
3942	811
6617	11381
6555	10503
2104	4701
5994	5740
8389	2707
8361	659
4500	3024
5778	10057
5458	4225
7971	9549
3176	4691
719	6846
10433	6240
2690	8181
192	3165
10708	4001
350	4505
3127	1766
4142	4255
7600	11299
2332	3777
10711	1266
11361	3068
1619	1626
2002	11190
867	5963
5693	4472
7162	4657
10056	3257
9529	10156
7130	9283
1399	2791
8189	4874
1181	11199
2898	9234
7523	2569
8555	6917
7736	10032
1759	10681
5931	9898
6862	7024
10891	6687
3231	8131
2577	9593
4227	10570
4160	2178
5839	3893
677	6189
5527	2086
10950	851
3564	1366
9425	9402
410	1149
8596	5413
3126	1140
2040	6355
1159	8592
4614	5539
10839	9156
4521	3096
9290	6733
11346	4234
538	6030
1685	7884
4834	7757
6055	1424
2686	10667
8658	3258
11521	2545
7013	1127
11486	9906
7384	9930
471	1775
10739	8925
3867	7941
5362	7095
7874	8811
11727	169
7565	1640
4954	3328
8415	9889
10461	6702
5969	5063
440	3593
8838	5296
2396	10312
8027	9026
11327	6062
9895	11394
9275	11686
2352	591
4876	412
6429	9370
10225	194
8045	937
6737	855
5219	6413
4293	3215
5783	9195
5383	11705
10220	9649
4631	3210
2948	11175
1259	2356
7270	537
10632	1457
7488	8344
979	9132
5060	8985
3718	10827
2904	7870
11689	385
11527	6473
9994	3829
7922	2385
5683	11593
6974	2646
9317	4341
5050	5264
3529	725
11115	1052
5736	2559
2795	3389
11012	2802
535	1894
6505	10654
4079	7958
9831	5501
9526	11281
3	8449
2974	8989
4565	3687
11251	6201
4625	2240
7276	7498
5779	1101
6317	8324
7559	9284
10075	2828
8356	3966
10732	883
1567	2485
85	1284
3608	8723
673	7870
6578	5655
1848	7608
7610	3587
5498	8406
1477	9358
8235	9274
6052	3330
8287	3048
4835	5618
5451	7836
10430	9593
4712	10880
1006	6740
9715	10779
10444	10400
782	4780
2127	7373
2306	9590
8932	2971
8601	7530
7875	7426
3561	8503
6543	2786
9693	5513
3836	4766
346	11016
6967	8217
3983	1029
125	9327
9898	10082
7532	1021
9297	8172
2850	5674
7712	6092
4997	9709
5160	11393
399	4611
2140	788
5350	10736
5470	8586
2817	6665
200	6653
8305	9989
5800	10972
7331	9783
2128	9072
8482	4963
5705	7702
10975	3219
2535	6952
6484	5188
10589	9599
5453	10110
2815	9221
7447	10897
9687	10959
8450	3927
3247	9632
8605	7248
632	10447
10194	6037
7350	6800
11715	10576
6077	4275
11374	10283
11653	3282
595	10565
2625	429
2771	6670
3932	286
3918	8524
7681	3372
8651	6088
4138	162
3838	6286
9220	9214
9874	7752
5046	6164
125	5139
8370	4348
1654	9539
5906	4578
9464	3158
3677	8812
4355	2082
8312	3589
5132	11573
11701	8584
63	7644
1524	798
10605	6695
2234	9067
6403	2351
8330	4168
6877	7869
6425	420
3258	9767
7448	518
5768	11410
887	362
11654	4981
9761	9164
1412	8851
10386	8435
8669	3984
166	3985
3557	9807
3151	1949
11489	4355
1193	1573
4902	5984
5336	2304
8751	6268
10468	4303
1629	10771
5335	8495
2558	4818
2152	4130
8196	4703
8437	7798
2282	9084
3808	10557
5582	9126
5644	10004
2459	10474
5785	8731
1034	10561
9527	2702
6779	10343
4585	7216
10151	5535
529	1943
2953	10982
3881	2175
1771	3657
4259	815
3758	9689
7468	4903
5690	8844
6250	4337
676	11038
10357	8794
6964	6309
8989	8661
209	5910
4999	4762
2970	9084
3198	11163
3097	4695
1327	6245
6150	1073
2318	4176
5518	10430
10072	5777
8317	11422
7536	5195
3088	10244
5830	10702
9505	9867
11310	7749
9283	10986
482	11522
7165	6191
2370	1333
6757	4676
8930	6926
514	10279
7156	1941
8661	8953
5474	3082
1063	4859
4834	10148
823	11034
10889	4494
10025	9344
5479	272
9710	1604
3672	9891
8930	3893
3577	205
5196	1869
3456	8546
5543	5360
7840	5956
9669	4232
6024	7161
4384	5374
8836	7614
7828	1408
4908	1587
8395	7117
6864	1890
5021	5436
11194	8863
3508	4922
8663	8625
2293	8037
10077	9103
11218	589
4468	534
10371	2410
2375	3905
17	11701
8541	10325
9542	8944
3336	8787
10368	1358
1784	431
6629	5406
7909	2686
3898	8490
3965	3296
8776	2271
7659	8927
6852	7141
255	8082
1409	11107
5547	5078
4298	2947
5863	9256
9430	28
2618	3259
10990	4495
4799	10288
8001	2625
11490	8982
3171	11544
833	4531
5762	6171
9141	3308
6066	6582
1962	11441
1276	2068
3691	6103
6678	730
11478	4434
5561	5134
10163	10351
8709	4782
10753	7184
4060	5411
10104	6738
11307	2108
765	51
1764	8423
10312	7441
9161	1681
7058	4334
11664	7041
2569	714
848	1025
8547	10089
1968	5220
3055	2859
1809	10825
7144	6737
2932	10373
7175	1886
412	11425
249	3325
5480	9467
65	10563
3	9685
11665	9521
11264	9177
2549	10985
4098	576
1737	4691
9839	4346
2678	1007
5658	879
3080	10621
8426	6722
4295	1090
5912	1927
4888	8774
4635	4164
2600	1124
6188	7460
6628	562
6060	8214
10005	8206
4853	8938
11684	3505
10885	6498
9543	1170
3994	6238
10439	1493
5401	3293
3718	11258
3367	10277
8599	4556
9910	1903
813	1165
8318	2816
11117	4562
9907	5769
9592	6697
8090	10536
8317	2591
4324	5591
3611	9856
3799	2737
8077	9520
9275	4546
3361	8927
1255	5647
7688	5803
5759	3159
7877	6456
1175	9101
2575	11401
11386	9301
11396	3573
1016	8290
2020	10590
5917	7882
394	5503
1923	10657
4750	865
2174	1608
5940	6553
2822	1829
9479	1693
2297	6145
6832	9386
7677	5240
3198	4560
581	4548
4125	11366
10911	6914
6561	8334
5395	1542
9579	8690
73	9999
2910	8065
5771	9935
7294	5475
2944	6895
7864	10701
6641	7539
4963	8678
6768	2396
6818	8929
5992	2929
11747	4153
8660	11574
7597	5661
6573	8344
5417	6404
1879	3538
447	2454
11615	11581
2773	7952
5333	7430
11701	6437
9593	8746
5627	7153
3261	4508
4513	10320
11397	2993
11416	7207
11359	257
11386	8496
5665	440
11384	1253
10740	7567
391	7433
8902	11457
10320	2285
9444	4866
5166	8606
7613	5763
2076	5930
1820	1803
3077	2297
4973	2549
10780	3209
150	1305
8132	1632
327	6859
4372	639
793	1936
5218	5763
1873	2568
8905	1555
692	10929
11466	3887
10908	11473
4704	6481
7639	5082
4588	8750
9903	9702
7377	9808
6112	6390
7225	11666
909	6433
7796	8449
4579	4500
2192	7394
6727	11389
2923	3708
4301	2277
6438	4870
2269	9334
4889	8863
8812	960
7721	169
5795	8376
10614	4960
10320	4513
5228	11712
2895	9207
5464	8047
4682	8011
5879	3536
7586	883
7997	1915
11034	823
6586	1708
6643	2242
3545	10228
5904	11702
670	9426
295	3887
4522	2811
5435	9911
5901	10650
10590	2280
5052	2976
1497	8831
1686	11736
1008	6388
10122	4097
10182	8312
1531	1245
8530	10672
3332	11059
10454	140
11744	2272
3746	10110
5603	4018
1962	3683
9190	330
2675	2801
10524	4262
490	3200
7307	313
3679	5101
2759	1748
1143	4519
652	495
2849	1641
7680	1992
2733	10326
1774	11152
1769	10808
8806	10139
1449	4976
4374	2889
9599	7331
6211	5190
2262	7708
1603	8826
2100	3216
8103	7952
6148	11257
5279	4429
1535	7379
3154	9043
2593	6532
2872	5947
20	10202
2656	10264
8847	2219
7914	10682
660	7152
11558	8282
9538	6274
7759	7361
5329	7175
10002	4688
9785	6151
9128	1680
6509	5005
7973	9010
5671	3906
6253	878
698	439
9008	6459
3635	1395
9242	1967
6315	11555
10685	11511
1841	11219
90	1522
5950	288
9124	7573
2025	948
5168	6668
4975	6273
7210	5991
11262	942
7311	6797
7989	5729
7651	9117
7085	4010
4755	8192
3943	6062
1057	7323
452	3042
5586	950
2695	6785
8049	6911
4945	1119
8739	1696
4318	4404
1415	7970
11095	2118
9629	1450
8758	9293
8073	8436
5805	2916
4306	6272
2530	11040
3688	975
5262	5148
3123	5138
10551	4879
9589	5434
9935	2661
1443	10368
1185	5414
6065	776
3076	5322
9837	8919
10885	7384
5940	5211
927	10259
2362	2946
5810	9302
6555	3794
5999	5791
6742	9282
4569	616
6367	3743
6494	5770
3536	9629
1115	861
1395	9546
8807	8000
2536	1786
6713	7763
7202	4544
4132	1746
4660	3363
7640	1737
10351	630
4468	6576
10903	7559
10057	183
1789	9850
3721	5595
667	9746
2501	1950
11526	3751
3897	4508
786	8125
5700	4569
6362	7132
11431	4645
10617	1688
11309	9351
10518	1682
8164	552
154	10285
6745	9529
11007	1092
4076	9327
1858	6580
9616	6425
7971	3540
11321	9361
3482	2172
5569	5402
6594	8579
5689	10422
3199	6021
2232	6232
1084	11323
839	10738
5531	6049
1790	2854
9190	6209
6526	4099
2567	5929
11596	11636
10975	2658
3284	1783
5390	5817
9677	3294
5447	3318
2898	1720
1626	7711
11322	2392
6514	9350
9706	11579
10239	7878
11555	5569
4886	10606
3360	9887
4475	2404
10335	1170
11453	10954
7990	3566
10295	8941
6119	5064
11697	734
2835	10416
4105	7008
4224	2004
10421	10743
1149	1114
4783	3688
7279	1461
9608	10640
3295	4924
1858	9158
4255	536
6087	9663
9110	3947
2288	2326
6825	6394
2198	9980
10415	2977
3961	9888
1387	878
9811	1550
10318	3044
9506	914
3310	2199
10971	10779
10720	580
7535	11630
5045	813
3028	2486
1495	596
3578	7090
6100	3078
4445	259
4231	5403
6192	6050
1834	1193
151	9158
1625	9687
8052	229
4729	3401
5792	2144
3968	3488
9981	5502
9852	1150
10913	3230
6095	3084
9075	2956
9484	8079
10762	9450
5740	4613
1545	3692
3821	9827
354	4949
5576	3458
10588	437
267	6458
8502	815
3195	10304
2379	4268
1784	675
3344	7394
9369	10199
3925	6393
6069	3741
7662	6436
2777	4314
9525	9958
6225	4254
4513	147
1741	3230
2432	5033
625	10488
2800	2985
1189	6100
11602	9467
3878	2790
2131	382
5972	6410
3947	4058
1357	6623
4313	6101
3590	3262
976	6931
11124	3399
8512	1479
4802	5511
786	10971
1968	5464
1011	2953
11656	10053
11281	4514
10503	9882
4844	2704
8349	9594
7955	6257
10116	576
3180	8467
3811	11717
3873	6179
3584	6076
5392	9891
4728	4249
4141	517
3148	2513
73	5787
3989	7293
8070	7146
4897	9131
11733	11212
2640	7964
5105	3418
11555	6187
7343	6817
2670	2888
7243	9619
5782	2879
3085	11209
11289	10417
11702	6614
11105	8610
468	5535
9676	6289
6216	2582
4230	6574
1551	9848
4688	1036
9863	6115
7339	632
9551	10724
6334	359
8947	2881
4033	3027
4119	2047
10789	6280
3258	3408
8915	10513
10479	5300
2160	1446
4312	5071
3350	6380
5122	4122
11089	9955
2498	7857
8444	7895
7947	673
9851	11366
7260	10323
2315	8150
1415	6173
3960	4619
3373	7303
4835	4065
2808	5804
194	9473
2646	6974
6789	1289
6689	4091
720	8765
156	321
1336	6819
8223	3173
126	1610
1392	7882
2118	1570
8315	6145
2456	10233
9591	10099
11200	6911
10887	1496
3170	2406
9517	7706
5940	3414
3137	4178
7617	10718
9608	654
7493	6710
8554	8790
5653	9773
768	7651
10291	8231
1630	476
234	7717
1796	1677
5120	6277
7515	7408
417	10053
1045	7370
2413	1087
5964	4158
1067	11101
2285	6005
10838	5367
8606	5166
10430	10268
6514	1592
1309	11388
5459	6874
3527	549
10029	2754
5080	10261
9593	5607
5697	8917
2804	7509
1406	11671
7936	3092
11081	4721
4701	10615
6000	5693
1215	1523
3321	8967
10886	10669
1430	3397
5571	9717
9670	4514
5757	6689
5636	1444
9115	2949
9105	2261
9899	7195
5694	5586
10147	881
3550	1822
4316	601
5002	4312
11473	4952
5621	6047
6751	10930
1359	8068
9430	1240
1641	7000
9392	4920
7703	2517
10350	11039
11604	7098
4405	9691
4778	7987
2075	287
5841	5232
2919	11000
3780	971
3496	1212
10787	10259
4065	3584
8423	8441
1697	10692
10816	9499
3336	8844
7844	8764
6916	4739
3800	7258
844	7780
9785	11388
7750	1932
692	1724
10272	11506
8842	10495
11428	4778
10686	10557
339	4080
9895	2888
9034	10665
3236	2197
1400	498
1964	2526
4259	2295
5671	6110
8276	4607
5129	5561
9521	10002
679	10537
11050	7986
7704	1937
8204	6424
2139	4220
2512	9686
1798	3927
1509	3824
1667	11580
7856	2708
51	765
4402	4451
956	9475
9884	7960
5481	5612
1539	2885
3459	6941
4744	5319
6105	8445
11530	867
730	272
9255	8166
8264	409
7048	670
3582	5062
1815	1248
10020	3310
2179	8880
5771	5536
4851	2183
153	7057
9750	5112
600	7746
3482	11247
10307	6723
4519	3107
395	6590
7029	8914
1893	9425
9797	4177
4814	5684
9795	1098
8270	3987
8079	255
4852	5387
3938	5986
700	406
8138	835
9005	6836
6763	5947
445	6303
9416	1452
4096	156
10182	985
4254	7912
6895	1902
334	8916
10568	4404
10742	5523
10657	2941
10867	4471
2726	9749
6117	9155
11212	1473
2313	7890
8722	6898
10879	11621
8875	7894
4427	8779
8500	2355
2901	1644
191	5605
8816	117
2550	663
9096	2386
10679	8557
3306	9277
104	6360
10825	7628
4918	2600
4142	3133
9085	8643
11232	5508
9463	867
4757	962
493	8572
6661	11655
6690	3725
1370	2429
8087	92
3789	2456
9265	10681
640	2583
8143	9823
1460	8738
4344	6650
5345	11685
11370	904
10139	10656
7018	6415
6150	7359
9230	2177
8597	4516
7762	7098
3001	7486
6975	6718
7073	3089
5861	9885
572	3738
8691	10944
7189	10619
1899	11417
153	2064
7095	10203
4772	9140
2088	7906
2867	11054
491	7721
5628	10064
906	3210
3851	2529
2147	4699
2727	844
1708	1619
8795	6729
3007	3867
3445	6722
10503	514
4966	5599
2918	7959
8147	3475
11502	6634
9252	1720
511	3061
11618	10000
10653	1212
2929	11531
4214	2739
9250	4276
10895	745
10867	2861
3673	5798
7790	5308
5112	7272
10267	10975
10965	9031
6349	6390
6655	3464
11039	874
11202	1804
5016	4531
10800	8405
865	8820
2569	234
7625	9563
11732	8385
7995	1926
9894	5859
4963	3392
3641	6610
9204	1248
7397	10867
9350	1073
2450	1451
6249	2372
4134	3510
139	9847
5435	169
4129	3166
1849	6711
9729	7485
3977	9942
3975	2699
3820	5794
3696	3284
6458	267
4437	10866
10127	7531
4652	2160
5514	7817
10536	5484
754	4643
4703	2879
11213	4945
339	6121
3184	1796
9526	2588
6475	10420
10248	5956
2094	10275
2588	7400
2583	640
7999	8060
243	3380
11356	8636
8274	9985
1614	24
6037	10194
8771	10791
4950	6139
2642	466
651	4114
11074	8169
7585	5976
4575	10399
7713	10857
342	5988
8207	5730
7856	4749
10170	788
10724	4380
11262	11603
4104	7781
429	2200
8615	6464
7514	10647
8600	5432
7211	6674
7079	893
9831	6957
4747	1242
11498	10567
8824	10021
8783	7768
9142	9364
6484	683
6648	11637
2656	10321
8231	58
8568	9277
9745	3426
11302	4212
4237	9249
2833	9459
10963	4746
7731	9534
5637	5133
3426	3557
8164	8635
3639	4604
3181	3726
11152	10280
6973	3476
5240	4908
5042	11339
226	686
842	2904
7941	3867
1616	2298
2266	10516
7130	4591
7591	5740
10860	3463
958	4018
2339	8520
6066	7875
11634	2857
2207	487
25	403
6310	4071
6655	11653
8494	10617
11316	7651
9411	3149
9261	6588
8294	3389
1107	327
138	6881
1506	4762
11721	2452
9816	4366
8546	1358
8081	5725
5079	2896
1101	512
2436	1663
2193	4911
9843	2779
10591	7368
11059	6682
11497	6127
4153	3081
9502	10033
1837	6969
8965	5664
4517	10713
3583	3490
2433	11164
10649	1307
8524	5921
2835	8700
9810	7153
10142	9612
6723	8158
10369	2421
6635	6059
3385	6134
9672	803
4047	5287
2894	9280
2204	8079
4162	2793
10478	2364
3664	8932
10445	4136
11477	8484
4505	9548
7220	5931
2950	3173
7702	5705
8517	11516
1542	6647
2354	8777
4594	8839
55	11518
11507	9824
3105	10631
10476	9084
11317	9700
2628	11231
639	4372
11747	2868
2135	4128
4520	407
6478	1537
3121	1715
4901	9898
9918	7221
8046	5865
634	995
1501	6996
3218	5031
6291	5094
6943	2805
6098	5453
11646	8828
7907	5706
11530	11097
3617	1515
7944	8971
8221	7559
8586	1830
8493	5803
8801	3704
1213	6714
10296	2858
1808	3891
7775	3308
7312	1332
5385	269
6066	9298
7561	8452
9175	5608
1398	5713
6757	6937
9391	10336
1268	9804
5015	10535
10027	7514
239	9891
4033	6304
8921	4937
8122	10182
8893	3643
2609	8491
7872	10007
10515	4070
639	184
1136	7406
4663	3667
4188	6592
5336	2255
10600	10035
4786	8204
8611	3930
8738	9367
8642	9659
2694	3876
3967	11319
395	955
11336	277
131	8264
9095	2996
1909	9958
2838	10421
8106	11527
133	1894
11583	9953
3959	6890
5022	10551
8405	5932
11493	611
373	4764
8967	4881
4294	952
8187	7924
6129	9596
3336	11048
10948	6180
11199	3547
9428	8659
5259	291
2516	8276
336	2603
5807	4068
9117	8208
7121	10758
2947	4298
3384	5053
11295	976
9801	11092
2475	11658
9338	9116
2289	8270
3388	11588
360	10544
3944	3175
1086	68
301	9183
9443	272
2644	10124
3876	10396
2945	11018
3002	972
4712	8416
5653	6984
10630	11324
9634	2469
1390	11032
5860	7462
2658	4545
1058	1433
8685	4013
9588	5507
854	8019
351	8896
3281	7153
1497	1480
9380	8187
874	2255
